gene_symbol,logFC,adj_pvalue
LOC100130990,0.08801600428261214,0.4242267113261964
LOC643324,-0.09646036222668108,0.4243161805175427
RPS14,-0.09252433969557217,0.42433674121904885
C7orf20,0.08471009974834942,0.4246529123303612
LAMB1,0.09032592385564886,0.424679133803078
COMT,-0.09333061067284554,0.42474699215164124
FBXO28,0.08090520660333667,0.42480269971921536
CDH4,-0.09846892598384471,0.42483492464014994
RPS26L,0.09176003951128386,0.4249092195666385
LOC642812,0.09706123868147021,0.42500144215781843
ASAH1,-0.08930937572841113,0.42530319068889966
LHX4,0.09330115905601577,0.42537467721441236
DNAJB4,-0.0865520573344396,0.42550978430150543
AP2S1,-0.08418703740317213,0.42565657119654954
PPARD,-0.09888108428991504,0.4256695327316107
SHKBP1,-0.10759094618592968,0.42568062989969946
CPSF3,0.08950319873186174,0.42572017971774123
KBTBD2,0.0886013744425238,0.42574145024269594
C9orf114,0.0832670984794035,0.42575593449975413
POP5,0.08525759180581183,0.42588370938409925
ENTPD7,0.09202117310888625,0.42594811978067404
LOC647044,-0.09604287623353347,0.4259496573271111
CDC42EP4,0.09698444915616733,0.4260003048528822
MYOF,0.10912727455905191,0.42602255195148053
DDX51,0.13520513207837404,0.42604557922135133
TNPO1,0.0834600157812666,0.42609764964176167
ITPK1,-0.09361915057140457,0.4261689119964065
LOC653094,-0.10471985576348342,0.42638189205428667
ARPC1B,0.08422020448274736,0.4266355679174466
APPL2,0.08561911257683619,0.4267880927320006
PKIA,0.08582025473700217,0.42679080623555454
LOC653479,-0.09596588475066525,0.4268018547171173
HYOU1,0.08078163204717725,0.42692831268049436
HPS4,-0.08976211453489391,0.42703940888933567
SNORD99,-0.08785602601146447,0.42705482645793713
STMN1,-0.08589844228210275,0.42706448233622984
C9orf109,-0.08133639243016066,0.4270708201011073
CHAF1A,-0.09299985732775085,0.427084904644513
ADD3,-0.09744652555296263,0.4272565247775497
COQ5,-0.08466452992546003,0.4275764717466092
KIR2DS5,-0.09451711697832366,0.42765497012249853
CRK,-0.0921195420360501,0.4276897034937259
TIMM10,-0.1079790599407211,0.42777902621910546
LBH,0.09391762706898188,0.42800455048908936
SCPEP1,0.10698378832475974,0.42804114326679665
ASCC2,0.083461447813578,0.42810617034775456
LOC729123,0.09104286757456315,0.42822976349908803
LOC650010,0.08730535441257903,0.42824955899764927
TRIM23,0.08840441733116755,0.42826265880262115
LOC729466,-0.08879757147057532,0.4284398031684905
RAB27A,-0.07863173065841433,0.42844578731194005
TMPRSS7,0.08138981076884733,0.42852516331435264
SFI1,-0.08221050077712189,0.4291785261271709
RAB5B,0.09399818728002707,0.429594773848734
PARVB,-0.07967405770398717,0.42978768408137835
FAM108A3,0.09662409718734644,0.429916608082512
LOC100133008,0.08820448809563519,0.43000597057995593
VGLL1,0.09937388729646734,0.43030329150844127
TELO2,-0.10173281520393829,0.4303492319640373
PSME1,0.09807937171149383,0.43066745203641865
CCDC21,0.0911938132755985,0.4306987011640966
AACSL,-0.09637058009127752,0.4308564669803394
LOC100127975,-0.08969700862832397,0.4310088982483534
SNX1,-0.08840507553601196,0.4310476523322222
PRKD2,-0.09419555623090492,0.4311868816952299
TEAD4,0.0920439233633994,0.43121650668037503
ZNF536,-0.11000173818577608,0.4313003418924407
TFAMP1,0.09040503418831758,0.4313422732698414
CSF2RA,-0.13140959584094247,0.4315098296302148
MFGE8,0.10064910876390165,0.43168496245994803
ZBTB5,0.10397200570893261,0.4320454523611057
MXI1,0.09196622404210686,0.43205516686821455
SLC39A10,0.09153378483312835,0.4321507857321307
KLHL11,0.0910051840842181,0.4321716759715307
GBA,0.10825524731331271,0.43220566176404107
M6PR,0.08704078384160674,0.43230846967361924
LOC347544,-0.10187651954663401,0.4323968136682266
C3orf63,-0.08147115034753227,0.4325221122200982
HOXA4,0.08134941954087349,0.43262604297526885
PHF10,0.07918483789308439,0.4326746572861385
NOC3L,0.1019495290967889,0.4327419664363714
TMEM38A,-0.08526133548506554,0.43287138535951253
CDKL3,0.08896256861297935,0.4328773870401339
LOC100129566,0.09863293552374053,0.4331873127355781
HARBI1,0.09435816829502741,0.43324660773756163
LOC644464,0.07792151375580758,0.4334750139138981
HNRNPD,-0.08642695678056711,0.4335059572429528
NYNRIN,-0.10986501926401093,0.4335295165156291
LOC100133888,0.11431340311140659,0.4335796709688087
NUCB2,0.08697808670354945,0.4336607420618984
EPN1,0.08196155446863251,0.43377958884876855
PC,0.0849400539273315,0.43379874635516025
FTL,-0.08391895382647618,0.43385492421571026
METRNL,-0.09146672139082135,0.43391416210527567
SCRN2,-0.09892435512951536,0.4341041067078336
CLRN1,0.08072410099775595,0.4342888841188671
SBDS,-0.12020500552360147,0.4343155330371955
LOC653211,0.10855517559292327,0.4345248021105479
SETDB2,-0.08557613433763489,0.4346762714000252
ASPH,-0.08708713110975363,0.4348002571652144
ZNF682,0.08735439850905546,0.4348850801741978
C13orf15,-0.08431812589801524,0.43500719784875264
LOC727773,0.08442484564596775,0.4351067750608516
LOC440905,0.10443596654154419,0.43512293491991194
HOXD3,-0.08047361492128502,0.4353053285663656
PRKD3,-0.08606855193460472,0.4353178158276726
FAM83F,-0.0878865769049284,0.4354050480442012
ATF4,0.08236666526289671,0.4354748902311858
FAM100A,0.07944118709366421,0.4355467671874824
PIPSL,-0.08205050500233035,0.43577175072297325
POTEF,0.09355646425414132,0.43582130048135304
TMEM100,0.08054483649541133,0.43588184881152137
LOC440456,-0.09679936522535382,0.4359586418065262
FER1L3,0.09057080422216046,0.4360269253347754
CDC42SE1,-0.09062363571864918,0.4360493147068799
RNF220,-0.08325533062351909,0.43611621673075773
WDR73,0.08828713719429793,0.43619999297023593
CIZ1,-0.08273118793293932,0.43621170795264474
LOC642321,-0.09116855201539131,0.43634233913363496
NR2E1,-0.08807459997257983,0.4365113369541672
DDX41,0.08704651258338991,0.43651661033238576
MLL,-0.10066801077198573,0.4367207616542653
LOC100130921,-0.08690079219486613,0.43674849082943745
HEATR7A,0.08583094351469356,0.4369020070015912
IL18BP,0.10982820136333249,0.4369042421900946
MAP1LC3C,-0.08041519172317724,0.43699212505249774
LOC389676,0.08707619889685159,0.43704999745827533
DOK6,0.08804979856711626,0.4370931268644632
DHX34,-0.09310617529065901,0.43710696031994734
RNF217,-0.12393223142803578,0.43714509496707754
STRADA,0.08942181320957854,0.4371745906822775
LOC391045,0.10221679890250446,0.4372099677706853
ECD,0.08049132445874463,0.43721256006306664
ATP5G2,0.09716298577719407,0.4372253895875954
ARL6IP4,0.0938204924784074,0.43723583997577153
LOC644330,0.12797735994914916,0.437240971958731
LOC651556,-0.09459136694972692,0.4372862382977397
LOC400768,-0.08037898836318202,0.43731045515031874
MKRN3,-0.08155590289319825,0.4374125872421455
AFTPH,0.08183392017111579,0.43752573800210126
TRPC1,-0.08031585916695683,0.43752760988197636
PTPN2,0.09101571074436077,0.43753831306776525
ATMIN,-0.07899197784241352,0.4375787774190194
LOC678655,0.08395594442557996,0.4376334726718576
LOC651886,-0.08016644852043076,0.4376560779113229
LOC137107,0.08320074060506233,0.43784721683938543
CCNJ,0.08854384359453515,0.43785010602425856
DGCR14,-0.08826365023924598,0.4378510938507377
LOC642312,0.08739805410482493,0.4378798053848222
BEX2,0.11583602503617385,0.437894317488833
DISP1,-0.08294171078581059,0.4379867891945003
LOC653663,-0.08937021075298457,0.4380887875640659
FRYL,0.09685853988282034,0.4382050923815761
LOC729926,0.08666710841780656,0.4382112341442702
GNL3,0.08960811478385455,0.4382530989550143
LOC650157,0.09870137305924764,0.4384280922203655
LOC646262,-0.07842307465136855,0.43861837710545337
JMJD1C,-0.1020932348713206,0.43871443782165664
DNTTIP1,-0.08812998292598984,0.43872637412523585
BHLHB9,-0.08974715834442293,0.43891316068415154
ZNF205,0.09270273274397667,0.43900027560009136
TDRD6,0.09621750530547235,0.4390691532293469
FLJ30092,-0.08685719241623957,0.4390936124723689
LOC643452,-0.1086258830956579,0.4392017205434835
MRPL13,-0.08477203509176157,0.43933068154633237
LOC440341,0.09296491687906716,0.43937633538054155
LPHN1,-0.10658021666460904,0.4395370175645039
LOC650803,0.07899501131644548,0.43958964636797226
TRUB1,0.08037021506020992,0.4397446794082369
PKM2,0.08085674267785592,0.43982963617637416
SKA2,-0.08502149118025848,0.4398753719734323
CTDP1,-0.08637815923290759,0.440091332804305
RRP7B,0.09986708510374598,0.4401882458534748
SNORD14B,0.07726959979664727,0.44025574738905826
FLJ22536,0.07657905588688418,0.44029329277148266
MAGED2,0.09346990909435071,0.44064008254710507
GCC1,0.08422879438167463,0.4406423154699164
LOC85390,-0.08753246834969897,0.44069917575771744
ZNF274,0.07821641304050608,0.440772736952448
TARS,-0.09722359453362195,0.44080346008257165
FLAD1,-0.08129300821441099,0.44080398318107616
C9orf72,0.09306515872156229,0.440816331237728
APH1A,-0.09747866403253269,0.440865561314322
COBRA1,0.08675027023841597,0.44092432996703457
GHDC,-0.07924177746410166,0.441041850926267
ZZEF1,-0.09841148061526184,0.44107188390231444
DIP2C,-0.10424761444657626,0.4410739887927414
ACACA,-0.11354871529365518,0.44115948650505943
ACPT,-0.09019089662972579,0.4412690048538356
RBM19,-0.08013472445553305,0.44141998518042
LIN7B,-0.08181694598360512,0.4414857254427791
CREBBP,0.09601184990508038,0.44161467656950393
ZNF234,0.0862835973887508,0.4416497252796897
ORC2L,-0.08240397651351472,0.4417460722672304
HINT3,0.08178326300807726,0.4417644336180506
LOC730235,-0.10292925431860489,0.4418261468851019
PLD3,-0.10241220529273676,0.44193108706796913
CDAN1,0.12607246882288514,0.4419941238392191
ACBD5,-0.09350398729323395,0.44222300284513616
LOC648657,-0.08041051570292979,0.44228010731938217
SLC2A10,0.10706499165888861,0.4425071371783348
F8A1,-0.11108406823488615,0.4425328039839843
PSMB2,-0.08784000456035201,0.4425482745139554
FLYWCH2,0.08770601732015848,0.4426038776076978
TSPAN3,0.0786536442481971,0.44264781259252783
AKR1A1,-0.10450990879053634,0.4426757077365583
ANKRD40,0.08419044063438541,0.4427746029062051
GAR1,0.08423271316961234,0.4430081384813065
EIF4A3,-0.07872664257609152,0.44302617222512675
TRIOBP,-0.0870655618761802,0.44306405657802705
DYNLL1,-0.0871701329356025,0.44309902355629505
HLTF,0.08930834417343902,0.44313368016662213
STK10,0.07916653814658847,0.4431628225964067
LOC649826,0.09219822219444218,0.4433529275526804
GPD2,-0.0829238779732675,0.4435902682476307
NAF1,-0.08059182693902933,0.4436157060384829
THAP10,-0.07792199045817583,0.443679812463171
FBXL16,-0.09365318710111392,0.4437046798537374
UBXN7,-0.09437999702044131,0.44372569284830965
NPC2,0.10749137330417113,0.4438381956494464
ALG8,-0.08952609766997455,0.4438567599276989
FAM18B2,-0.08618369919100566,0.4438725258083682
HAX1,0.08087879757123595,0.44391725859814524
MDGA2,-0.09500586356819252,0.4440519324272908
WDR70,0.09574098896619887,0.4441477817407167
DUSP8,-0.08336344811848306,0.4441749380822748
LOC399940,-0.08055406062824577,0.44425751000193825
MAPK14,-0.0809481951631783,0.4444432105159646
RPLP1,-0.07823443370162586,0.44451481258449677
LOC644131,0.08870452120551064,0.4445989063315997
E2F4,-0.08336745059350292,0.44479227952277545
LASS2,0.08574047824852826,0.4448118504132127
ARHGAP21,-0.096121598557243,0.444878427240018
ARRDC3,0.08200312373769769,0.44498941465203834
LOC646345,-0.08000759810049374,0.44516735934767004
LOC647436,-0.10388696011377618,0.44522919861554877
UQCRQ,0.09099584338495603,0.4452713573015198
LOC653082,0.09649351592678546,0.445324798413159
DSTYK,-0.11126304573221901,0.44536240857931353
NPB,-0.09376704097139843,0.4455132808015463
RELB,0.09346266712514506,0.4457278274318699
SUMO2,0.07656318780114191,0.44575838097110276
OSBPL9,-0.09075742884716576,0.4459121994518631
USP4,-0.08282964013966243,0.44606929508558113
BPNT1,-0.08307761199922759,0.44608943589123295
SFRS12,-0.08583482327945102,0.4461050330730524
LAMA1,-0.10407951975979568,0.4463745284664853
MEGF11,0.08169724629762776,0.44671644344788586
FBXW2,0.07930384504779653,0.4467524775631946
FUS,0.09950321013103114,0.44682559722766557
LTA4H,-0.08348470358609994,0.44682562464520303
LOC650251,-0.10250239353934809,0.44686026620729424
ANKRD10,0.11224599177077543,0.44687187019030084
RPS6P1,-0.09012599771143748,0.446897260732521
USF1,0.09466503567217366,0.4471797786345648
VPS24,0.08916469210784328,0.44732551121128883
LOC644063,-0.10133535404946237,0.4473431700746533
LOC728969,0.08520137954302243,0.44738938846795573
AGGF1,0.09804067223282686,0.4474843943508987
GATAD2A,-0.08965497519012011,0.44749039372163546
CKS2,-0.07768185774646952,0.4474913594136557
LOC645373,-0.07565782957644451,0.4476697371323465
UBTF,-0.08712124295267909,0.44782891384997403
RNASE10,-0.07935629176736736,0.44810138147539724
SACS,0.13802595848030208,0.4482455899372608
ZXDC,-0.08112220421774463,0.44825149888281157
C16orf35,-0.09075614294254031,0.44826094102287317
TMEM175,-0.08596738290264128,0.44838050212028324
SNORD48,-0.08554402604121325,0.4484481035139072
ZNF394,-0.08474747174039976,0.44852247784841737
PDLIM7,0.07909711838129851,0.44857254692594384
BTN2A1,0.08421163308809199,0.44857933337988776
LOC653119,0.08966224935341138,0.44861670115503405
INPPL1,0.08131424189007141,0.44866871097563343
DDX24,-0.07672355046285517,0.4486892745092872
LRRC59,-0.09952985053599939,0.4488235173796764
CDKN3,-0.0950164694305915,0.448986210755114
LHX6,-0.080713417626737,0.44908667391206436
LOC644809,-0.08970602025416419,0.4491594253492035
DDAH2,-0.10666118007402581,0.4491892240293057
SNORD4A,-0.09155657019698005,0.44921186555603965
H3F3A,0.08197677539692982,0.44934516493213417
LOC649447,0.0799358740196805,0.4494654470516123
LOC648718,0.10154890047805765,0.4494759375380162
LOC641808,0.08003040397769645,0.44954618470828234
LOC729920,0.0912040595283834,0.44960058002230785
PABPC5,-0.08865207694567268,0.4496185999132285
SLTM,0.08876524361088833,0.4497144058288689
ING2,0.0776801038840702,0.44982089218336185
WDR33,0.08332575259889019,0.4499259299937536
C11orf84,-0.1002894938294947,0.4499421417663021
CRK,-0.08018789518391323,0.45001899163737946
LOC644852,0.11237602902244781,0.4502582562130305
RB1,0.08982023133526074,0.45032979905023773
SFRP4,-0.0852820597216688,0.4503939900383588
LOC100131672,0.08310723441589118,0.45039919145153706
LOC731365,0.08001234555161751,0.45045447986960896
TMEM1,-0.09025505128906453,0.4504585588075425
SMG5,0.07825063840792268,0.45062036059786337
PIK3CA,0.08529457366366788,0.4507016303705009
PPP1R3E,-0.10401772500035023,0.45081053086617817
SERF1B,-0.10451691742071034,0.4508785824568984
MRPS16,0.07650937477817088,0.4509728588686386
NTN5,-0.08785183271426877,0.45101182041606325
NLE1,0.08206049674409677,0.45101604351433455
ZNF568,-0.07943116727490551,0.4511120849372333
PEX11G,0.095767080596449,0.45112427343076067
LOC644790,-0.08642291065493524,0.45119754569336457
ZFP64,0.08087728349117818,0.4512124383510214
FZD9,0.08115302307278593,0.45132390924582566
AKT3,0.0792713132872862,0.4515840656384712
SHANK3,-0.07742480145166297,0.4515883113888507
LOC653489,0.12059793680748498,0.4516060118718256
RPL35,0.08340293580429758,0.45160897686814483
HCK,0.07864136092505802,0.4516312221077844
N4BP2,0.09180484136788003,0.45169377301190716
VDR,-0.0830528686787888,0.4516958186331982
LOC728670,-0.08573507094843347,0.4517299546367808
FAM49B,0.08951183483993574,0.45174013829816906
CCL5,0.0949757406770253,0.45182672734858764
SLC7A6,-0.09122142526215438,0.4518428472464201
CYB561,-0.09192560576111042,0.45188941319093345
LOC653314,0.09566746212889754,0.45206421821705833
PLXDC1,-0.08128836795993344,0.4521012932108709
RWDD3,0.10186372326072224,0.4521709662665705
MAEA,0.07888875302327225,0.4525986922583357
ABCF1,0.07806011368703558,0.4526379024009767
LDB1,0.08947039444660643,0.4527119906133876
PI4K2B,-0.07930859923406075,0.4528206657389515
LOC645282,0.08438212550939816,0.4528461965864884
ANP32B,0.07905397281211535,0.45285422118681595
THAP4,0.08141252184077885,0.45287720699931067
EBF1,0.09745460991546384,0.4530096912698499
FNBP4,0.08126524715355288,0.4531769284846362
POLR3K,0.08410260753978172,0.4533445794848032
SAMD10,-0.09549052493028576,0.4533682399380442
USP41,-0.08453426187766144,0.4535457996201533
LOC441487,-0.08420352501311079,0.45359082723839217
VPS16,0.08004921220951555,0.453596800848451
SLC35E1,0.09418136620539386,0.45362325338078113
HLA-H,-0.10056259846404725,0.45372868527895927
LOC646178,0.0993689362862229,0.453842034378626
PPAN,-0.07973002800867057,0.453981437767321
DEDD,-0.08438781962168207,0.4540331692348387
NKIRAS2,-0.07599483218124448,0.45408965517588773
PNPLA7,0.08283079394083703,0.4542062007537324
DPM1,-0.07763597106398379,0.45420991536006694
LOC644978,-0.10278473143452427,0.45428723474931354
TOPORS,0.08293206287806676,0.4543131317385536
SMARCD1,0.07995518193223461,0.4544990592980571
ETFDH,0.0802032964843562,0.4545904836570167
WDR35,-0.08199271269664088,0.4545974072977351
LOC643171,-0.07539089509751395,0.45462282890337613
ZNF706,-0.07950725189179231,0.4547721208731669
LOC731789,-0.09626103900226379,0.45478482301450107
RBM3,0.10049817344655665,0.4548828713929248
ZNF91,-0.07667963813368495,0.4549588566229894
KIAA0391,-0.07524474627805233,0.4550494175206493
TNFRSF6B,-0.07975606165967442,0.45505807146584354
CCBE1,0.10330996479487986,0.45505854126131706
FCAR,0.091619890526907,0.4550850251189572
PTPRF,-0.11383545393183958,0.4550874239954714
LOC649754,-0.0797509505197258,0.4551917848264285
RWDD2B,0.08413750464157044,0.45531645796344666
UBE2CBP,0.08292263741890782,0.45534560966522986
MAGEF1,-0.0843819396182326,0.45545876739674795
RANBP3,0.07503380363116374,0.45557795970902526
LOC729159,0.09393628768222051,0.45561740099749826
LOC729402,0.07555184055530972,0.4556271189201291
C9orf75,0.07430916439498336,0.4559788188011292
BRPF3,-0.0788940544220349,0.45602240225710045
LOC100133673,0.08288058499651196,0.4561403094865999
ZRANB1,-0.08197219345761475,0.4561596171255753
NRG3,-0.08538088147122469,0.45627493752097037
PHC2,0.0780296139900063,0.45637880908646455
CCDC16,-0.07746493832773638,0.4565145677477046
LOC286411,0.09848657794266202,0.45653765369161314
LOC642357,0.08180028609510437,0.45657506163939165
ARID4A,0.10071163335166045,0.45657762350083864
PCF11,-0.07910150918142023,0.4565936820698948
LOC653232,-0.08551181868714863,0.4566823001011425
KIAA0195,0.08621381171223597,0.4567752224779269
LOC643130,-0.07489503372615314,0.4569756581643062
LOC338870,-0.10324468018733235,0.45698135001327966
LOC390483,0.08078789823299992,0.457008363648193
MAP2K5,0.0777520506889493,0.45709653337982337
SUSD5,0.08063624166007166,0.45725637726748714
LOC727941,0.07490845642440469,0.457463399142079
E2F3,0.08171692892881666,0.4575203692733911
GK,-0.07896885694057865,0.45761043799889567
ITGB5,0.07780593583014195,0.4576997525563712
RCAN1,0.09087895231127341,0.45787060691366077
RASSF2,-0.09547702128348234,0.4578890496378526
ZNF613,-0.08394586700136486,0.45793540893044293
SUSD2,0.08174890496658804,0.4579400555434875
MMP23B,-0.08586645608351962,0.4579614455313529
NDST2,0.08397225765825134,0.45800591668422397
DLG5,0.07974913231159597,0.4580595357326762
LOC730358,0.0824465822210474,0.4580935944810247
LOC727877,0.07985080740222017,0.4581205671041946
C11orf82,-0.09218758952799888,0.45824103018644324
LOC728937,0.07671472835618154,0.45852443484821737
PTHLH,0.0808559386366543,0.4587169576734761
LOC652537,0.09038757483386028,0.4587250278357208
TMEM186,-0.08603119214776456,0.4587282586044632
SLC39A4,-0.08429208061246207,0.4587674075679603
GDF11,-0.11232000552763388,0.45882094860344713
ZNF580,0.10964901091196833,0.4588276759130818
ALG10,-0.07734861506058799,0.4588816418443099
NAP1L4,0.07959240285963176,0.4589547553559762
PHC2,0.08225057356732624,0.45896106560374883
SMAD5,0.08657428619553809,0.45903124592637057
SNAP29,0.0792186783668285,0.4591500845217483
FBXO34,0.081156573084046,0.45917975235984976
GTF2IRD2B,-0.08125642275099398,0.4592130960367825
C16orf13,0.08930781147809697,0.45922079292881457
SLC5A8,-0.08987753254813935,0.4595215750747015
C20orf24,-0.07651265501564097,0.45955703949887816
RGS4,0.08948450015462583,0.4595637369706643
EFNA1,0.07933178215716019,0.4596064819223459
CUL2,0.07659334624784364,0.4596190415084024
NCAPD3,0.07468180241959743,0.45967298554856484
LOC651876,-0.08388499735047272,0.45973851266271504
LOC100131866,0.0846451301937794,0.45975586142309544
PLCB2,0.0942165636952943,0.46001855872060793
URM1,0.07562608686299477,0.4601476457638507
LOC401648,-0.07440662681510712,0.4608232759746471
ULK1,-0.09467467748456215,0.460911721193205
LOC285176,0.07752824044925788,0.46097141933994357
LOC643358,-0.0756452052369081,0.4610091568112359
GTF2IP1,-0.0909686641143086,0.4613696015393953
LOC646936,-0.10507217071201858,0.46139233647034206
LOC151579,0.07785283164188073,0.46141503887918844
VKORC1L1,0.08143708639022762,0.4614783675069555
LOC286467,-0.08409118463813225,0.4615294367701902
TINAG,-0.10069532342632304,0.4615675218667715
PSMC4,0.0800594149030367,0.4617148731376106
ZBTB41,-0.08650265971791171,0.46172529583997923
FGF18,0.08448215299464756,0.4617278795580759
LQK1,-0.1013404090929848,0.46176021317519234
FAM96A,-0.07538300114310204,0.4617645363734769
ZNF566,-0.08010273464554452,0.46182966733667574
LOC645785,0.08991077664349945,0.46191828470595975
CDKN2AIP,-0.07917038843604196,0.4619655915779173
LOC730107,-0.09003810317279282,0.4620069862143886
NUDT15,-0.08739898338407848,0.4620236456767214
EIF2AK1,0.07591071037521324,0.4621267925752909
HNRNPM,0.0798533182227068,0.46219253220965584
DTD1,-0.08455356310650508,0.46225421718555804
POMT1,0.08037417126165902,0.462342295390457
SPATA20,-0.09999856511972816,0.46241121990323086
ZNF416,-0.08142257473306369,0.46245656951226755
CATSPER2P1,-0.0883555939299221,0.46263940233365897
CBX5,0.08702850041998111,0.46279495370124346
DDX3X,0.07434492024358441,0.4633308518568169
ZNF485,-0.07919700098844729,0.46373856274504344
SFXN3,-0.10747656451809373,0.46383430007713766
LOC642255,-0.07940558957040089,0.46402797165643483
STX2,0.09254061904946109,0.4641018888540842
BUB3,-0.08335968380919034,0.46420940243939
NDUFA1,0.08301984078487834,0.46423966298378216
CCDC130,0.08464415052128693,0.464292419230381
LOC90624,-0.08743243008861068,0.46431892597249624
ANKRD10,-0.0749552694787825,0.46432190947687824
PDE6D,0.08708536515183063,0.4644309181738082
GMPR2,-0.0961883085709534,0.46446995074733766
ZNF518B,0.07792586687254577,0.46456388809493177
EEF1A1,-0.08123233738063007,0.4646026093659592
C8orf41,0.08518141922150058,0.4646600976964754
ANKHD1,0.08396087029233446,0.4649040988988018
LOC654254,0.08415402473344447,0.46493228891262883
PI15,0.09868437986832301,0.4651351968644186
STARD13,0.08352028782804943,0.46528369715834916
MARCH2,-0.10581840130511821,0.46528995437606935
RNF149,-0.08378711006253514,0.4655779898575534
LOC401622,0.07837711433447758,0.4656045736958597
LOC729148,0.0850903674298511,0.4656175432578694
POP7,-0.07650457233125607,0.4656214059099303
LOC646791,-0.08340198818232203,0.46565808443826184
KIAA0141,0.07647588848804432,0.46571026554501327
RBM42,0.07418739411939157,0.46619233154670014
MCL1,0.08894910347012974,0.4661925960708947
ZNF643,0.08165063791948768,0.466233844243218
LOC729769,0.07813757978215463,0.4662607631518888
NSL1,0.07639766859968322,0.4662902934578028
SPAG7,-0.08007930001296337,0.466357594941172
LOC646533,-0.09116353840352964,0.46681076628668916
S100PBP,-0.07507271170609897,0.46689356619070166
STK39,0.0769526901466584,0.46692844395220945
LOC399715,-0.08677376750503729,0.4669828853695751
RPL9,0.09523887980847157,0.46705308747924024
MARCH8,0.08301316568328332,0.4673112746814685
PDPK1,-0.08005578568827865,0.46736692964310844
ZNF571,0.08104004867254577,0.46738207415658894
SSBP4,-0.08031919564015322,0.46742800283206154
DCLRE1C,0.11268297183916332,0.4674360004952559
MAGED2,0.0890485507630494,0.4674431228661018
ZDHHC11,-0.0996195083674376,0.46767209988649683
UTP15,0.08576089952714128,0.4677882740317679
LOC730419,-0.09369348225984009,0.467808178141067
GPA33,-0.08033253310004529,0.4678662308566416
OR2T12,-0.08414299405278314,0.46789923182058113
AAGAB,0.07425736988031595,0.4679215133802762
ABHD6,0.07523952634536002,0.46823934484186114
TMEM141,-0.09762431784190184,0.46824336002572553
LOC389435,-0.0813969235522265,0.46825524819732345
LOC399900,0.09961522412359436,0.46825874831160574
C5orf13,-0.09920748675069646,0.4682833506108287
VPS26A,0.08065598864743251,0.4683701566932511
LUC7L2,0.07398234809926763,0.4683870866284229
SH3BP4,0.08648874604221923,0.46845007096815594
VPS41,0.09440949619247174,0.46849016557544687
PLXND1,-0.08712499683183417,0.4686267930315442
LOC652388,-0.07538742816453681,0.468747350701591
ZNF2,-0.07723160946156948,0.46882572138858825
SFRS16,0.07888045783433206,0.4689883237643311
ORC4L,-0.07790432632673916,0.4690205708806793
DUSP1,-0.09712585169068255,0.46915487979927817
CCNB3,0.09298679858409464,0.4691562117225624
B3GNT2,0.09110228249580121,0.4691947908799837
SERPINI1,-0.08244291847016427,0.46924356239072185
MRC2,0.08166788587999285,0.46933388025919054
RNF34,-0.07770365123763323,0.46952708553750866
TUBGCP5,0.0743824481561095,0.46953346151437525
SH3GL3,-0.0818106007468149,0.4695371117316456
LOC728820,-0.07822746170397643,0.4695393266983243
MRPL46,-0.07984796005626649,0.46956778530652854
NUP43,-0.07864095101963464,0.4696438838911987
CCNB1IP1,0.07661332670452481,0.4697400836987361
CAD,-0.08197856979073492,0.46984115834754503
TMEM170A,0.07684917424571758,0.4699436110849201
NET1,-0.07983471058407687,0.4700027949443265
LOC100128300,-0.07443174439540456,0.470019726805299
MRPS12,0.0961647020309444,0.470025119673128
KAT5,0.09603611296873726,0.47006902253961846
SNORD22,-0.07775459075979185,0.47007074327964804
CYR61,0.09833933439282916,0.4701143924379999
MND1,0.07944242453062067,0.47016281904286306
SNORA64,0.0786959943514649,0.47018448569154747
SEC23B,-0.0806969578037684,0.4702634546779465
PRDM10,-0.08001038729677212,0.47044259076276873
TGM1,0.11568552720397296,0.4706017089164175
FBXO21,-0.07452731738326435,0.470807906094327
LOC100133913,0.08543090934029252,0.4709244581211436
CATSPER1,0.08400378645491635,0.47097569381229154
LOC653803,-0.08159207912359179,0.47108142263120145
RALY,0.08438501878959848,0.4711200379659647
DCUN1D2,-0.07521455011168499,0.47112742879069336
PPP2R2D,-0.09280080565050675,0.4715759624814819
RALGAPA1,0.08335668707635335,0.47165063450455924
NIPAL4,-0.09204510167190438,0.4716894699899431
LOC91431,-0.07388194163767192,0.4718511265447787
LOC731186,-0.07797929261736769,0.47190490538332075
LOC646855,-0.08583302603887244,0.47190541590223944
LOC727941,-0.07605779225588005,0.47211832454091174
UQCRH,0.07458049377360076,0.47223397216580754
SMN2,0.07833356068609021,0.4724260792739411
RWDD4A,0.0771505644318271,0.4725393266843133
LOC730273,0.08202211784512148,0.47270360090234786
LOC643712,-0.08336806872807578,0.4727928884671213
SMARCB1,0.07365273213678414,0.4728895706325197
RAB24,0.08615384686181571,0.4728926978713187
COPS6,-0.0747057539771685,0.4728951593206645
TIMM17A,-0.07433893632600697,0.4731173907462273
CCDC59,0.0815768544872828,0.47322378765236583
PDLIM7,0.08099594856354742,0.47337549689421676
SNRK,-0.0810755990410108,0.4733787135285017
LOC649722,-0.09210000835239995,0.47348570960145386
SNORA8,-0.07273321701604374,0.4735395745251486
CAMK2D,0.07698944787597739,0.4738022133149977
LOC728014,0.07383205841816931,0.47391467592289904
LOC642639,0.07987198506885029,0.47393512684769656
LOC647361,0.07715201176301356,0.47394153664643335
INTS4,0.07288156085051867,0.474087925018143
